title,link,excerpt,published_at,funding_round,money_raised
AppNexus Raises A Meaty $50 Million Series C For Realtime Ad Bidding Platform,https://techcrunch.com/2010/10/05/appnexus-raises-a-whopping-50-million-series-c-for-realtime-ad-bidding-network/,"Realtime ad bidding network AppNexus today announced that it raised $50 million in a Series C financing. Investors include Microsoft, Venrock, Kodiak Venture Partners and First Round Capital. The roun...",2010/10/05,Series C,$50 M
Descartes Labs raises $30 million Series B for its brand of geospatial analytics,https://techcrunch.com/2017/08/24/descartes-labs-raises-30-million-series-b-for-its-brand-of-geospatial-analytics/,"Descartes Labs is announcing a $30 million Series B this morning in a large round led by March Capital. This comes just three months after one of Descartes' largest competitors, Orbital Insight, close...",2017/08/24,Series B,$30 M
Confirmed: Color Genomics is in the final stages of an $80 million Series C financing round,https://techcrunch.com/2017/08/16/color-genomics-has-raised-52-million-in-equity-financing/,"Genetic health screening startup Color Genomics is in the final stages of allocations for an $80 million Series C financing round, TechCrunch has confirmed with the company. Axios first spotted Color ...",2017/08/16,Series C,$80 M
BoardVitals Raises $1.1 Million To Make It Easier For You To Become A Doctor,https://techcrunch.com/2015/08/03/boardvitals-raises-1-1-million-to-make-it-easier-for-you-to-become-a-doctor/,"BoardVitals is essentially a repository for hard questions. Aimed at doctors-to-be, the service wants to change the way medicine is taught and is beginning with the medical boards, test taken by docto...",2015/08/03,NA,$1.1 M
Big data analytics platform Databricks raises $140M Series D round led by Andreessen Horowitz,https://techcrunch.com/2017/08/22/big-data-analytics-platform-databricks-raises-140m-series-d-round-led-by-andreessen-horowitz/,"Databricks, a big data analytics platform built by a team that grew out of the Apache Spark project, today announced that it has raised a $140 million Series D round led by Andreessen Horowitz, with p...",2017/08/22,Series D,$140 M
On-demand staffing startup HourlyNerd lands $22 million Series C,https://techcrunch.com/2016/07/05/on-demand-staffing-startup-hourlynerd-lands-22-million-series-c/,"HourlyNerd, a Boston-based startup, aspires to be more than an on-demand staffing service for skilled employees. It wants to be a full-service platform for large companies to change the way they think...",2016/07/05,Series C,$22 M
Epic! raises $8 million to keep kids reading in a digital age,https://techcrunch.com/2017/05/30/epic-raises-8-million-to-keep-kids-reading-in-a-digital-age/,"The makers of Epic!, one of many apps jockeying to become a ""Netflix for books,"" have raised $8 million in a round led by Reach Capital, the education-specialized venture firm. Additional investors in...",2017/05/30,NA,$8 M
Cadre collects $65 million in Series C funding,https://techcrunch.com/2017/06/06/cadre-collects-65-million-in-series-c-funding/,"Cadre, a three-year-old, New York-based real estate startup, has raised $65 million in Series C funding led by Andreessen Horowitz. Famed VC Jim Breyer of Breyer Capital also joined the round, along w...",2017/06/06,Series C,$65 M
Pendo closes $25M Series C from Meritech to scale its customer understanding platform,https://techcrunch.com/2017/07/13/pendo-series-c/,"Just seven months after announcing a $20 million Series B, Pendo, a platform to help businesses better understand their customers, has closed a new $25 million Series C led by Meritech Capital Partner...",2017/07/13,Series C,$25 M
ClassPass secures $70 million Series C led by Temasek,https://techcrunch.com/2017/06/16/classpass-secures-70-million-series-c-led-by-temasek/,"ClassPass, the subscription service that for fitness classes and gyms, has today announced the close of a $70 million Series C funding round led by Temasek. Existing investors such as Acequia Capital,...",2017/06/16,Series C,$70 M
Entelo steps up its AI game with $20M Series C ,https://techcrunch.com/2017/06/15/entelo-steps-up-its-ai-game/,"The race to crown a winner in the AI-powered recruiting software space is on. With both Workey and Mya nabbing rounds in the last few weeks, the timing is prime for a few players to seek advantage in ...",2017/06/15,Series C,$20 M
"Carspring, a London and Berlin startup that lets you buy a used car online, raises £5M Series B",https://techcrunch.com/2017/08/01/carspring-2/,"Carspring, the London and Berlin used car buying platform founded by Rocket Internet, has picked up £5 million in Series B funding. Backing the round are Rocket Internet itself, along with Channel 4?s...",2017/08/01,Series B,£5 M
"Marketing personalization startup Dynamic Yield adds $9M to its Series C, bringing it to $31M",https://techcrunch.com/2017/07/20/marketing-personalization-startup-dynamic-yield-adds-9m-to-its-series-c-bringing-it-to-31m/,"Dynamic Yield, which uses machine learning to help online marketers personalize customer experiences on their site, has added $9 million to its Series C, bringing it to a new total of $31 million. Its...",2017/07/20,Series C,$9 M
ZeroFox secures $40m Series C to help manage social media risk,https://techcrunch.com/2017/07/12/zerofox-secures-40m-series-c-to-help-manage-social-media-risk/,"ZeroFox, a startup that helps companies manage social media risk including scams, malicious links and account hijacking, announced a $40 million Series C investment today. The round was led by Redline...",2017/07/12,Series C,$40 M
Shopify Raises $100M To Drop The ?E? And Become The Commerce Company That Spans On- And Offline,https://techcrunch.com/2013/12/11/shopify-100-million-series-c/,"Ottawa-based Shopify has already raised a considerable amount of money, especially for a Canadian company, and its Series C round continues that theme: The e-commerce company has raised $100 million f...",2013/12/11,Series C,$100 M
Confirmed: London fintech Curve raises $10M Series A,https://techcrunch.com/2017/07/11/funding-curve/,"Update 12th July: Curve has now confirmed the startup has closed $10 million in series A funding. Investors are banking providers Santander InnoVentures, Investec, Connect Ventures, Speedinvest, Oxfor...",2017/07/11,Series A,$10 M
Breather raises $40 million for stylish workspaces on-demand,https://techcrunch.com/2016/12/07/breather-raises-40-million-for-stylish-workspaces-on-demand/,"A mobile app that lets users find and book stylish workspaces on-demand, Breather, raised a Series C round of $40 million. The funding brings Breather's total capital raised to $73 million. Menlo Vent...",2016/12/07,Series C,$40 M
Procurify raises $7M Series A round for its purchasing platform,https://techcrunch.com/2016/11/15/procurify-raises-7m-series-a-round-for-its-purchasing-platform/,"There is nothing sexy about procurement but it's an essential task in the day-to-day life of virtually any business, not-for-profit and school. Vancouver, Canada-based Procurify wants to take some of ...",2016/11/15,Series A,$7 M
Clearpath Raises $11.2 Million To Automate Warehouses In A Decidedly Non-Creepy Way,https://techcrunch.com/2015/03/18/clearpath-raises-11-2-million-to-automate-warehouses-in-a-decidedly-non-creepy-way/,"Unlike the robots in Five Nights At Freddy's, Clearpath's new products won't sneak up on you in the dark while you're guarding an abandoned warehouse. In fact, their products are aimed at making wareh...",2015/03/18,NA,$11.2 M
Korean e-book service Ridibooks scores $20M Series C,https://techcrunch.com/2017/06/15/korean-e-book-service-ridibooks-scores-20m-series-c/,"E-book sales may be declining in the U.S. and U.K., but in South Korea, many people still enjoy swiping instead of leafing through their reading material. E-book sales there are growing steadily each ...",2017/06/15,Series C,$20 M
Orbital Insight closes $50M Series C led by Sequoia,https://techcrunch.com/2017/05/02/orbital-insight-closes-50m-series-c-led-by-sequoia/,"This morning, Orbital Insight, a geospatial analytics startup, announced it had completed raising a $50 million Series C round of financing from Sequoia. The fresh capital brings the company's total f...",2017/05/02,Series C,$50 M
GE spin-out SmartAssist.io raises $5M Series A for its AI-based customer service platform,https://techcrunch.com/2017/08/03/ge-spin-out-smartassist-io-raises-5m-series-a-for-its-ai-based-customer-service-platform/,"Last November, GE acquired the AI-centric startup Wise.io to bolster its machine learning capabilities. While Wise.io's core competency was in machine learning, its main product focused on helping ent...",2017/08/03,Series A,$5 M
VTS raises $55M for its commercial real estate management platform,https://techcrunch.com/2016/05/04/vts-raises-55m-for-its-commercial-real-estate-management-platform/20/,"VTS, a commercial leasing and asset management platform for landlords and brokerages, today announced that it has raised a $55 million Series C funding round led by Insight Venture Partners. Previous ...",2016/05/04,Series C,$55 M
VTS raises $55M for its commercial real estate management platform,https://techcrunch.com/2016/05/04/vts-raises-55m-for-its-commercial-real-estate-management-platform/,"VTS, a commercial leasing and asset management platform for landlords and brokerages, today announced that it has raised a $55 million Series C funding round led by Insight Venture Partners. Previous ...",2016/05/04,Series C,$55 M
Jay-Z backed JetSmarter raises $105 million to become Uber for private jets,https://techcrunch.com/2016/12/12/jay-z-backed-jetsmarter-raises-105-million-to-become-uber-for-private-jets/3/,"JetSmarter has raised $105 million in Series C funding, at a $1.5 billion pre-money valuation, to build its marketplace for private jet services, according to Sergey Petrossov, the startup's founder a...",2016/12/12,Series C,$105 M
Sift Science raises $30 million to predict and prevent fraud everywhere online,https://techcrunch.com/2016/07/19/sift-science-raises-30-million-to-predict-and-prevent-fraud-everywhere-online/,"To predict and prevent fraud online even more quickly than cybercriminals adopt new tactics, Sift Science has raised $30 million in a Series C round of venture funding in a round led by Insight Ventur...",2016/07/19,Series C,$30 M
"Classy raises $30 million to help nonprofits raise donations, make a greater impact",https://techcrunch.com/2016/11/01/classy-raises-30-million-to-help-nonprofits-raise-donations-make-a-greater-impact/,"A San Diego startup called Classy has raised $30 million for software-as-a-service that helps nonprofits raise donations online, and keep supporters engaged in a good cause for the long run. Specifica...",2016/11/01,NA,$30 M
Momenta raises $46M Series B for its self-driving car software,https://techcrunch.com/2017/07/25/momenta-raises-46m-series-b-for-its-self-driving-car-software/,"Beijing-based Momenta announced this morning that it raised a $46 million Series B round led by NIO Capital. Momenta produces self-driving car software that applies deep learning to mapping, path plan...",2017/07/25,Series B,$46 M
Jay-Z backed JetSmarter raises $105 million to become Uber for private jets,https://techcrunch.com/2016/12/12/jay-z-backed-jetsmarter-raises-105-million-to-become-uber-for-private-jets/,"JetSmarter has raised $105 million in Series C funding, at a $1.5 billion pre-money valuation, to build its marketplace for private jet services, according to Sergey Petrossov, the startup's founder a...",2016/12/12,Series C,$105 M
Buoyant raises $10.5M Series A round as it looks to bring service meshes to the masses,https://techcrunch.com/2017/07/11/buoyant-raises-10-5m-series-a-round-as-it-looks-to-bring-service-meshes-to-the-masses/,"Buoyant, a company founded by former Twitter infrastructure engineers William Morgan and Oliver Gould, today announced that it has raised a $10.5 million Series A round. This round was led by Benchmar...",2017/07/11,Series A,$10.5 M
"An eBay for grain trading, FarmLead, raises $6.5 million Series A",https://techcrunch.com/2017/03/20/an-ebay-for-grain-trading-farmlead-raises-6-5-million-series-a/,"Farmers work to feed the world. Yet somehow, corn, wheat and rice sales are still happening at a local level through antiquated paperwork and phone negotiations. Now, an Ottawa-based startup called Fa...",2017/03/20,Series A,$6.5 M
DailyWorth Raises Additional $1 Million For Series A,https://techcrunch.com/2013/04/22/dailyworth-raises-a-1-million-series-a2-financing-round/,"DailyWorth, an online community for financially minded women, is adding $1 million to their existing Series A round of funding. The money comes sixteen months after DailyWorth raised $2 million in the...",2013/04/22,Series A,$1 M
Canada?s Assent Compliance raises $31.4M Series B round to help businesses stay in compliance,https://techcrunch.com/2017/07/14/canadas-assent-compliance-raises-31-4m-series-b-round-to-help-businesses-stay-in-compliance/,"Assent Compliance, an Ottawa-based startup, isn't in a sexy space. The company focuses on helping enterprises collect the necessary data to keep their global supply chains in compliance with local and...",2017/07/14,Series B,$31.4 M
Care/of raises $12 million in Series A for its home-delivered customized nutrition packs,https://techcrunch.com/2017/07/12/careof-raises-12-million-in-series-a-for-its-home-delivered-customized-nutrition-packs/,"Care/of, a year-old, New York-based company that makes subscription-only vitamin supplements that it says are tailored specifically to users' needs, has raised $12 million in Series A funding to get m...",2017/07/12,Series A,$12 M
Series A Is The New Series B,https://techcrunch.com/2014/06/04/series-a-is-the-new-series-b/,"Editor?s note: Ben Narasin is a long-time entrepreneur, president of TriplePoint Ventures, the seed equity practice of TriplePoint Capital, and a freelance writer.  When I moved to Silicon Valley over...",2014/06/04,Series A,unknown
Cozy raises $8.5M Series B to simplify life for property managers and renters,https://techcrunch.com/2016/08/30/cozy-raises-8-5m-series-b-to-simplify-life-for-property-managers-and-renters/,"Cozy, a platform to streamline interactions between property managers and renters, closed an $8.5 million Series B today led by American Family Ventures, with participation from Social Capital, Genera...",2016/08/30,Series B,$8.5 M
Doctor On Demand Raises $21M Series A And Adds Comcast As A Customer,https://techcrunch.com/2014/08/06/doctor-on-demand-raises-21m-series-a-and-adds-comcast-as-a-customer/,"Doctor on Demand, the service that lets you video connect with a U.S. physician on Android and iOS for $40, closed a $21 million Series A round led by Venrock, Shasta Ventures and angel investor Sir R...",2014/08/06,Series A,$21 M
Qeexo Raises $2.3 Million To Tell A Knuckle From A Nail,https://techcrunch.com/2014/05/29/qeexo-raises-2-3-million-to-tell-a-knuckle-from-a-nail/,"Qeexo, an offshoot of Carnegie Mellon's Human Computer Interaction lab, has raised $2.3 million led by Sierra Ventures. The technology allows smartphones to tell the difference between the tip of a fi...",2014/05/29,NA,$2.3 M
BrightFarms raises $30.1 million to set up futuristic greenhouses across the U.S.,https://techcrunch.com/2016/09/21/brightfarms-raises-30-1-million-to-set-up-futuristic-greenhouses-across-the-u-s/,"Agriculture tech startup BrightFarms has raised $30.1 million in Series C funding to bring its high-tech greenhouses, and fresh produce, across the U.S. The company is on a mission to make all fresh f...",2016/09/21,Series C,$30.1 M
BrightFarms raises $30.1 million to set up futuristic greenhouses across the U.S.,https://techcrunch.com/2016/09/21/brightfarms-raises-30-1-million-to-set-up-futuristic-greenhouses-across-the-u-s/,"Agriculture tech startup BrightFarms has raised $30.1 million in Series C funding to bring its high-tech greenhouses, and fresh produce, across the U.S. The company is on a mission to make all fresh f...",2016/09/21,Series C,$30.1 M
Snapsheet raises $20 million for app to help drivers file claims after a crash,https://techcrunch.com/2016/10/17/snapsheet-raises-20-million-for-app-to-help-drivers-file-claims-after-a-crash/,A Chicago-based startup called Snapsheet has raised a Series C round of $20 million to make life easier for people who have been through a car crash. The company?s cloud-based software is used by auto...,2016/10/17,Series C,$20 M
ANA?s new C-3PO jet is fluent in over 6 million forms of communication,https://techcrunch.com/2017/03/22/anas-new-c-3po-jet-is-fluent-in-over-6-million-forms-of-communication/,"Fancy paint jobs for airplanes are nothing novel, but few airlines ever really commit to making their jets look unique like Japan's ANA. The air carrier's latest custom craft is one of its Star Wars s...",2017/03/22,NA, 6 M
"Luxola Raises Series A, Pulls Former PopSugar Director Christine Ng To Singapore",https://techcrunch.com/2013/04/05/luxola-raises-series-a-pulls-former-popsugar-community-manager-christine-ng-to-singapore/,"Singapore beauty e-tailer, Luxola, just raised its Series A round from GREE Ventures. The amount was undisclosed, but has been rumored to be in the region of $2 million. The company carries about 60 b...",2013/04/05,Series A,$2 M
"Gladly, incubated at Greylock, nabs $36 million in Series C funding",https://techcrunch.com/2017/04/20/gladly-incubated-at-greylock-nabs-36-million-in-series-c-funding/,"There's no shortage of customer service startups trying to meet the changing expectations of consumers, who want to Tweet, phone, text and use Facebook Messenger, among other newer ways to get their p...",2017/04/20,Series C,$36 M
Unilever leads $9 million investment in meal kit startup Sun Basket,https://techcrunch.com/2017/05/11/unilever-leads-9-million-investment-in-meal-kit-startup-sun-basket/,"A meal kit startup with a focus on healthful recipes and organic ingredients, Sun Basket, has just raised $9 million in series C-2 round of venture funding led by Unilever Ventures, with Baseline Vent...",2017/05/11,series C,$9 M
Midokura raises $20M Series B round for its network virtualization platform,https://techcrunch.com/2016/06/08/midokura-raises-20m-series-b-round-for-its-network-virtualization-platform/,Network virtualization specialist Midokura today announced it has raised a $20 million Series B round with participation from Japanese fintech company Simplex and existing investors like Allen Miner a...,2016/06/08,Series B,$20 M
"Muzooka Raises $3M In Series A To Expand, Shift Focus To Music Data Exploration",https://techcrunch.com/2014/08/11/muzooka-raises-3m-in-series-a-to-expand-shift-focus-to-music-data-exploration/,"Muzooka, a cross-platform music discovery tool that connects artists and producers through crowdsourcing, raised $3 million in a Series A-1 round, bringing the total capital raised to $3.6 million. Mu...",2014/08/11,Series A,$3 M
Mobile App Testing Startup Sauce Labs Raises $5M,https://techcrunch.com/2013/07/16/sauce-labs-5m-series-c-funding/,"Cloud-based app-testing service Sauce Labs closed $5 million in Series C funding today, led by Toba Capital, with angel investor Scott Banister and previous investor Triage Ventures participating. Thi...",2013/07/16,Series C,$5 M
Data Analysis Startup Context Relevant Raises $7M Series A Round,https://techcrunch.com/2013/07/16/context-relevant-raises-7-million-series-a/,"Context Relevant has raised $7 million to add to its existing $2.8 million in seed funding. In the Series A round, existing investors Madrona Venture Group and Geoff Entress were joined by Vulcan Capi...",2013/07/16,Series A,$7 M
Encrypted comms company Silent Circle closes $50M Series C,https://techcrunch.com/2016/07/15/encrypted-comms-company-silent-circle-closes-50m-series-c/,"Encrypted comms company Silent Circle, which also makes a security-focused Android smartphone called the Blackphone, has announced it's closed a $50 million Series C round of financing, led by Santand...",2016/07/15,Series C,$50 M
AirMap raises $15M Series A round to develop its airspace management system for drones,https://techcrunch.com/2016/04/07/airmap-raises-15m-series-a-round-to-develop-its-airspace-management-system-for-drones/,"AirMap, a startup that provides drone operators with airspace information to let them know when and where they can fly, today announced that it has raised a $15 million Series A funding round. The rou...",2016/04/07,Series A,$15 M
Rubrik snares $61 million Series C led by Khosla Ventures,https://techcrunch.com/2016/08/16/rubrik-snares-61-million-series-c-led-by-khosla-ventures/,"In a year where money is harder to come by, especially from conventional venture capital sources, Rubrik is a notable exception, announcing a $61 million Series C round from several brand-named Silico...",2016/08/16,Series C,$61 M
Confirmed: Flipboard Raises Another $50 Million To Close Out Its Series C Round,https://techcrunch.com/2013/12/09/flipboard-raises-another-50m/,"Flipboard has confirmed that it raised an additional $50 million, which will close out the Series C round of financing that it brought on in September. In addition to the new funding, Flipboard is als...",2013/12/09,Series C,$50 M
Moglix raises $12M Series B to digitize India?s manufacturing industry,https://techcrunch.com/2017/07/06/moglix-raises-12m-series-b-to-digitize-indias-manufacturing-industry/,"Moglix launched in 2015 as an online store for tools and construction supplies, but now it?s venturing into enterprise software with the launch of GreenGST to help Indian manufacturers become complian...",2017/07/06,Series B,$12 M
Rinse raises $14M in Series B funding to bring its laundry pick-up nationwide,https://techcrunch.com/2017/06/21/rinse-raises-14m-in-series-b-funding-to-bring-its-laundry-pick-up-nationwide/,"Rinse, the San Francisco-based dry cleaning and laundry delivery service, has closed a $14M Series B round of funding. This comes after a $6M Series A last year, meaning the startup has now raised abo...",2017/06/21,Series B,$14 M
Rancher Labs raises $20M Series B round for its container management platform,https://techcrunch.com/2016/05/09/rancher-labs-raises-20m-series-b-round-for-its-container-management-platform/,"Rancher Labs, a container management platform that supports both Kubernetes and Docker Swarm, today announced that it has raised a $20 million Series B round. This new funding round was led by new inv...",2016/05/09,Series B,$20 M
Bungee Labs Takes $8 Million Series C,https://techcrunch.com/2008/03/14/bungee-labs-takes-8-million-series-c/,"Bungee Labs has raised $8 million Series C in a round that included Wasatch Venture Fund and existing investors North Bridge Venture Partners and Venrock Associates.

Orem, Utah based Bungee Labs offe...",2008/03/14,Series C,$8 M
Carbon raises $81 million for international expansion of its rapid 3D-printing tech,https://techcrunch.com/2016/09/15/carbon-3d-raises-81-million-for-international-expansion-of-its-rapid-3-d-printing-tech/,"Large manufacturers of high-tech products, from luxury vehicles to elastomers and resins, have lined up to invest in and partner with Carbon (formerly known as Carbon 3D) the Redwood City, Calif. comp...",2016/09/15,NA,$81 M
Online Game Developer Perfect World Buys C&C Media For $21 Million,https://techcrunch.com/2010/03/26/online-game-developer-perfect-world-buys-cc-media-for-21-million/,"Perfect World, a NASDAQ-listed online game developer and operator based in China, has agreed to acquire C&C Media, a Japanese online game operator from computer and video game developer ATLUS. Perfect...",2010/03/26,NA,$21 M
"Push Doctor, an app that lets you video call a doctor, raises $26.1M Series B",https://techcrunch.com/2017/07/05/push-doctor-series-b/,"Push Doctor, a U.K.-based startup that lets you book a video consultation with a doctor and manage other aspects of your health digitally, has raised $26.1 million in Series B funding. Leading the rou...",2017/07/05,Series B,$26.1 M
Chinese Airbnb Rival Xiaozhu Closes $60M Series C Round,https://techcrunch.com/2015/07/10/xiaozhu-series-c/,"Is there something in the water for peer-to-peer rental websites right now? Fresh from U.S. juggernaut Airbnb raising $1.5 billion and China's Tujia taking in $250 million last month, Xiaozhu -- anoth...",2015/07/10,Series C,$60 M
Calling Bullshit On The Series A Crunch,https://techcrunch.com/2011/11/09/bullshit-series-a-crunch/,Editor's note: Guest contributor Paul Lee is a Partner at Lightbank Capital.  You can follow him @iPaulLee. A lot has been written about the Series A Crunch.  The gist of the argument is that the numb...,2011/11/09,Series A,unknown
"Elevance Raises $100 Million More To Make Chemicals And Fuel From Plant Oils, Poultry Fat",https://techcrunch.com/2010/12/21/elevance-series-c-100-million/,"Elevance Renewable Sciences? a Chicago area company that uses soybean-, corn- and sunflower oils, poultry fat and other feedstock from renewables to make jet fuel, diesel and specialty chemicals? has ...",2010/12/21,NA,$100 M
Dave McClure Isn?t Worried About The ?Series A Crunch?,https://techcrunch.com/2012/01/21/dave-mcclure-series-a-crunch/,"In recent months, there's been some hand-wringing about a ""Series A Crunch"" ? namely, a glut of startups raising seed and angel funding, then struggling once they need a proper Series A. But in a rece...",2012/01/21,Series A,unknown
Managed By Q lands $30 million in Series C funding,https://techcrunch.com/2016/12/16/managed-by-q-lands-30-million-in-series-c-funding/,"Managed By Q, a service that automates office management, has raised $30 million in Series C funding, according to SEC filings. Managed By Q started off as a NY-based platform that let office administ...",2016/12/16,Series C,$30 M
Postmates Picks Up $35M In Series C From Spark Capital,https://techcrunch.com/2015/02/20/moneymates/,"Postmates, the on-demand delivery service that operates in nearly 60 markets, has raised $35 million in Series C exclusively from existing investor Spark Capital, according to our sources. Postmates i...",2015/02/20,Series C,$35 M
"Iyzico, a Turkish online payments company and potential Stripe competitor, closes $15M Series C",https://techcrunch.com/2017/04/03/iyzico-a-turkish-online-payments-company-and-potential-stripe-competitor-closes-15m-series-c/,"Iyzico, the Turkish fintech startup to let e-commerce sites and other apps easily accept online payments, has closed $15 million in a Series C round, $13 million of which was announced earlier this ye...",2017/04/03,Series C,$15 M
Algorithmia raises $10.5M Series A round led by Google?s new AI fund,https://techcrunch.com/2017/06/23/algorithmia-raises-10-5m-series-a-round-led-by-googles-new-ai-fund/,"About a month ago, word spread that Google had quietly launched a new fund for investing into AI companies. Now this fund has made its first (or at least its first public) investment. Led by Google's ...",2017/06/23,Series A,$10.5 M
Grovo Series C,https://techcrunch.com/2016/01/26/grovo-series-c/series-c-only_c/,No content....,2016/01/26,Series C,unknown
Sun Basket cooks up another $15 million for gluten-free and paleo meal kits,https://techcrunch.com/2017/02/17/sun-basket-cooks-up-another-15-million-for-gluten-free-and-paleo-meal-kits/,"Meal kit delivery startups, at this point, are nothing new. They send pre-measured ingredients in an insulated package right to a subscriber?s door, and promise to alleviate the inconvenience of groce...",2017/02/17,NA,$15 M
Cleanly raises a $5M Series A to bring profitability to the on-demand laundry space,https://techcrunch.com/2017/04/11/cleanly-raises-a-5m-series-a-to-bring-profitability-to-the-on-demand-laundry-space/,"Cleanly, the on-demand laundry and dry cleaning service started in NYC, has raised $5 million in Series A funding. The startup had previously raised $2.3 million in seed funding after participating in...",2017/04/11,Series A,$5 M
Farmer?s Business Network cultivates $40 million to help farmers buy seeds at favorable prices,https://techcrunch.com/2017/03/07/farmers-business-network-cultivates-40-million-to-help-farmers-buy-seeds-at-favorable-prices/,"GV (formerly known as Google Ventures) and DBL Partners co-led a $40 million investment in Farmer's Business Network, Inc., the company announced on Tuesday. FBN started as something of a professional...",2017/03/07,NA,$40 M
Ioxus Closes Series C At $21 Million To Bring Its Ultracapacitors To China,https://techcrunch.com/2014/04/07/ioxus-closes-series-c-at-21-million-to-bring-its-ultracapacitors-to-china/,"The International Finance Corporation, the investment arm of the World Bank, has agreed to commit $5 million to round out a $21 million Series C financing for the ultracapacitor manufacturer Ioxus. Ac...",2014/04/07,Series C,$21 M
Ioxus Closes Series C At $21 Million To Bring Its Ultracapacitors To China,https://techcrunch.com/2014/04/07/ioxus-closes-series-c-at-21-million-to-bring-its-ultracapacitors-to-china/,"The International Finance Corporation, the investment arm of the World Bank, has agreed to commit $5 million to round out a $21 million Series C financing for the ultracapacitor manufacturer Ioxus. Ac...",2014/04/07,Series C,$21 M
Healthcare booking platform DocPlanner raises ?15M Series D,https://techcrunch.com/2017/05/23/docplanner-d/,"DocPlanner, the European online booking platform for healthcare appointments, has raised ?15 million in Series D funding, just ten months after announcing a larger Series C round of $20 million (~?18m...",2017/05/23,Series D,?15 M
Travel Search Site Wego Closes $17M Series C,https://techcrunch.com/2013/06/24/travel-search-site-wego-closes-17m-series-c/,"Travel search site, Wego, just closed its Series C round of $17 million. The round was led by Crescent Point, a fund manager with offices in Singapore and China that focuses on investments in Asia. We...",2013/06/24,Series C,$17 M
Ad Tech Startup C1X Raises $5.1M,https://techcrunch.com/2015/08/07/c1x-series-a/,"C1X is announcing that it has raised $5.1 million in Series A funding. Founder and CEO Mukundu Kumaran spent seven years as an engineering director at Yahoo. He said that during that time, he saw the ...",2015/08/07,Series A,$5.1 M
Cogito closes $15M Series B to improve customer support with science,https://techcrunch.com/2016/11/18/cogito-closes-15m-series-b-to-improve-customer-support-with-science/,"Cogito, a real-time feedback platform for customer service agents, added $15 million to its coffers today in the form of a Series B. This brings the company's total fundraising to $22.5 million. The M...",2016/11/18,Series B,$15 M
"Reali expands its online real-estate service to the entire Bay Area, raises $5M Series A round",https://techcrunch.com/2017/05/25/reali-expands-it-online-real-estate-service-to-the-entire-bay-area-raises-5m-series-a-round/,"Reali wants to change how people buy and sell their homes and now it has $5 million more to work on it, thanks to a Series A led by Signia Venture Partners. The company also today announced that it is...",2017/05/25,Series A,$5 M
"Diffblue, a University of Oxford spin-out, raises $22M Series A to bring AI to software development",https://techcrunch.com/2017/06/27/diffblue/,"Oxford University continues to be a hotbed of AI talent, fuelling not just academic research into AI but also the ambitions of startups and large technology companies alike. The latest Oxford-based AI...",2017/06/27,Series A,$22 M
Flash Sales Site SportPursuit Scores £9.5M Series C,https://techcrunch.com/2015/11/22/flash-sales-site-sportpursuit-scores-9-5m-series-c/,"SportPursuit, the flash sales site for 'premium' outdoor and sports gear, has raised £9.5 million in Series C funding. Investors this time around are Scottish Equity Partners (SEP), Grafton Capital, a...",2015/11/22,Series C,£9.5 M
Yoyo Wallet raises £12M Series B led by Metro Group to expand in Europe,https://techcrunch.com/2017/06/25/yoyo-wallet-raises-12m-series-b-led-by-metro-group-to-expand-in-europe/,"The race to digitise the loyalty card just got a shot in the arm with the news that Yoyo Wallet, the European-based mobile payment and customer loyalty platform, has raised a £12 million Series B roun...",2017/06/25,Series B,£12 M
Let?s make Series A terms more logical by moving to object-oriented capital,https://techcrunch.com/2017/01/22/lets-make-series-a-terms-more-logical-by-moving-to-object-oriented-capital/,"Seed terms have gotten much better, but I still find Series A (and beyond) term sheets frustrating. I think we can change the ?norm? by offering entrepreneurs a better alternative. So if you have term...",2017/01/22,Series A,unknown
Yoyo Wallet raises £12M Series B led by Metro Group to expand in Europe,https://techcrunch.com/2017/06/25/yoyo-wallet-raises-12m-series-b-led-by-metro-group-to-expand-in-europe/,"The race to digitise the loyalty card just got a shot in the arm with the news that Yoyo Wallet, the European-based mobile payment and customer loyalty platform, has raised a £12 million Series B roun...",2017/06/25,Series B,£12 M
TrueLayer raises $3M Series A to provide fintech companies with easy access to bank APIs,https://techcrunch.com/2017/06/21/truelayer/,"TrueLayer, a London startup that's built a developer platform to make it easy for fintech companies to access bank APIs -- and ride the PSD2 gravy train -- has raised $3 million in Series A funding. T...",2017/06/21,Series A,$3 M
Distil scores $21 million Series C to crush bad bots,https://techcrunch.com/2016/08/02/distil-shoots-for-profitability-after-21-million-series-c-raise/,"Distil Networks, a company that helps discover and eradicate bad bots, announced a $21 million Series C round today. Funders include new investor Silicon Valley Bank along with previous participants B...",2016/08/02,Series C,$21 M
InVision Prototyping Tool Lands $45 Million In Series C Led By Accel,https://techcrunch.com/2015/07/14/invision-prototyping-tool-lands-45-million-in-series-c-led-by-accel/,"InVision, the prototyping tool that boasts clients like Uber, Twitter, and Airbnb, has today announced the close of a $45 million Series C round of funding. The round was led by Accel, alongside parti...",2015/07/14,Series C,$45 M
"China?s Miyabaobei, An Online Store For Baby Products, Scores $60M Series C",https://techcrunch.com/2014/12/15/chinas-miyabaobei-an-online-store-for-baby-products-scores-60m-series-c/,"Miyabaobei, a Chinese site that sells formula, clothes, and other items for babies and toddlers, has raised a $60 million Series C round from H Capital, with participation from returning investors Seq...",2014/12/15,Series C,$60 M
