title,link,excerpt,published_at,funding_round,money_raised
"Gladly, incubated at Greylock, nabs $36 million in Series C funding",https://techcrunch.com/2017/04/20/gladly-incubated-at-greylock-nabs-36-million-in-series-c-funding/,"There's no shortage of customer service startups trying to meet the changing expectations of consumers, who want to Tweet, phone, text and use Facebook Messenger, among other newer ways to get their p...",2017/04/20,Series C,$36 M
Midokura raises $20M Series B round for its network virtualization platform,https://techcrunch.com/2016/06/08/midokura-raises-20m-series-b-round-for-its-network-virtualization-platform/,Network virtualization specialist Midokura today announced it has raised a $20 million Series B round with participation from Japanese fintech company Simplex and existing investors like Allen Miner a...,2016/06/08,Series B,$20 M
Unilever leads $9 million investment in meal kit startup Sun Basket,https://techcrunch.com/2017/05/11/unilever-leads-9-million-investment-in-meal-kit-startup-sun-basket/,"A meal kit startup with a focus on healthful recipes and organic ingredients, Sun Basket, has just raised $9 million in series C-2 round of venture funding led by Unilever Ventures, with Baseline Vent...",2017/05/11,series C,$9 M
"Muzooka Raises $3M In Series A To Expand, Shift Focus To Music Data Exploration",https://techcrunch.com/2014/08/11/muzooka-raises-3m-in-series-a-to-expand-shift-focus-to-music-data-exploration/,"Muzooka, a cross-platform music discovery tool that connects artists and producers through crowdsourcing, raised $3 million in a Series A-1 round, bringing the total capital raised to $3.6 million. Mu...",2014/08/11,Series A,$3 M
Mobile App Testing Startup Sauce Labs Raises $5M,https://techcrunch.com/2013/07/16/sauce-labs-5m-series-c-funding/,"Cloud-based app-testing service Sauce Labs closed $5 million in Series C funding today, led by Toba Capital, with angel investor Scott Banister and previous investor Triage Ventures participating. Thi...",2013/07/16,Series C,$5 M
AirMap raises $15M Series A round to develop its airspace management system for drones,https://techcrunch.com/2016/04/07/airmap-raises-15m-series-a-round-to-develop-its-airspace-management-system-for-drones/,"AirMap, a startup that provides drone operators with airspace information to let them know when and where they can fly, today announced that it has raised a $15 million Series A funding round. The rou...",2016/04/07,Series A,$15 M
Rubrik snares $61 million Series C led by Khosla Ventures,https://techcrunch.com/2016/08/16/rubrik-snares-61-million-series-c-led-by-khosla-ventures/,"In a year where money is harder to come by, especially from conventional venture capital sources, Rubrik is a notable exception, announcing a $61 million Series C round from several brand-named Silico...",2016/08/16,Series C,$61 M
Data Analysis Startup Context Relevant Raises $7M Series A Round,https://techcrunch.com/2013/07/16/context-relevant-raises-7-million-series-a/,"Context Relevant has raised $7 million to add to its existing $2.8 million in seed funding. In the Series A round, existing investors Madrona Venture Group and Geoff Entress were joined by Vulcan Capi...",2013/07/16,Series A,$7 M
Encrypted comms company Silent Circle closes $50M Series C,https://techcrunch.com/2016/07/15/encrypted-comms-company-silent-circle-closes-50m-series-c/,"Encrypted comms company Silent Circle, which also makes a security-focused Android smartphone called the Blackphone, has announced it's closed a $50 million Series C round of financing, led by Santand...",2016/07/15,Series C,$50 M
Confirmed: Flipboard Raises Another $50 Million To Close Out Its Series C Round,https://techcrunch.com/2013/12/09/flipboard-raises-another-50m/,"Flipboard has confirmed that it raised an additional $50 million, which will close out the Series C round of financing that it brought on in September. In addition to the new funding, Flipboard is als...",2013/12/09,Series C,$50 M
Rancher Labs raises $20M Series B round for its container management platform,https://techcrunch.com/2016/05/09/rancher-labs-raises-20m-series-b-round-for-its-container-management-platform/,"Rancher Labs, a container management platform that supports both Kubernetes and Docker Swarm, today announced that it has raised a $20 million Series B round. This new funding round was led by new inv...",2016/05/09,Series B,$20 M
Moglix raises $12M Series B to digitize India?s manufacturing industry,https://techcrunch.com/2017/07/06/moglix-raises-12m-series-b-to-digitize-indias-manufacturing-industry/,"Moglix launched in 2015 as an online store for tools and construction supplies, but now it?s venturing into enterprise software with the launch of GreenGST to help Indian manufacturers become complian...",2017/07/06,Series B,$12 M
Bungee Labs Takes $8 Million Series C,https://techcrunch.com/2008/03/14/bungee-labs-takes-8-million-series-c/,"Bungee Labs has raised $8 million Series C in a round that included Wasatch Venture Fund and existing investors North Bridge Venture Partners and Venrock Associates.

Orem, Utah based Bungee Labs offe...",2008/03/14,Series C,$8 M
Carbon raises $81 million for international expansion of its rapid 3D-printing tech,https://techcrunch.com/2016/09/15/carbon-3d-raises-81-million-for-international-expansion-of-its-rapid-3-d-printing-tech/,"Large manufacturers of high-tech products, from luxury vehicles to elastomers and resins, have lined up to invest in and partner with Carbon (formerly known as Carbon 3D) the Redwood City, Calif. comp...",2016/09/15,NA,$81 M
Online Game Developer Perfect World Buys C&C Media For $21 Million,https://techcrunch.com/2010/03/26/online-game-developer-perfect-world-buys-cc-media-for-21-million/,"Perfect World, a NASDAQ-listed online game developer and operator based in China, has agreed to acquire C&C Media, a Japanese online game operator from computer and video game developer ATLUS. Perfect...",2010/03/26,NA,$21 M
Rinse raises $14M in Series B funding to bring its laundry pick-up nationwide,https://techcrunch.com/2017/06/21/rinse-raises-14m-in-series-b-funding-to-bring-its-laundry-pick-up-nationwide/,"Rinse, the San Francisco-based dry cleaning and laundry delivery service, has closed a $14M Series B round of funding. This comes after a $6M Series A last year, meaning the startup has now raised abo...",2017/06/21,Series B,$14 M
Chinese Airbnb Rival Xiaozhu Closes $60M Series C Round,https://techcrunch.com/2015/07/10/xiaozhu-series-c/,"Is there something in the water for peer-to-peer rental websites right now? Fresh from U.S. juggernaut Airbnb raising $1.5 billion and China's Tujia taking in $250 million last month, Xiaozhu -- anoth...",2015/07/10,Series C,$60 M
"Elevance Raises $100 Million More To Make Chemicals And Fuel From Plant Oils, Poultry Fat",https://techcrunch.com/2010/12/21/elevance-series-c-100-million/,"Elevance Renewable Sciences? a Chicago area company that uses soybean-, corn- and sunflower oils, poultry fat and other feedstock from renewables to make jet fuel, diesel and specialty chemicals? has ...",2010/12/21,NA,$100 M
Managed By Q lands $30 million in Series C funding,https://techcrunch.com/2016/12/16/managed-by-q-lands-30-million-in-series-c-funding/,"Managed By Q, a service that automates office management, has raised $30 million in Series C funding, according to SEC filings. Managed By Q started off as a NY-based platform that let office administ...",2016/12/16,Series C,$30 M
Calling Bullshit On The Series A Crunch,https://techcrunch.com/2011/11/09/bullshit-series-a-crunch/,Editor's note: Guest contributor Paul Lee is a Partner at Lightbank Capital.  You can follow him @iPaulLee. A lot has been written about the Series A Crunch.  The gist of the argument is that the numb...,2011/11/09,Series A,unknown
Dave McClure Isn?t Worried About The ?Series A Crunch?,https://techcrunch.com/2012/01/21/dave-mcclure-series-a-crunch/,"In recent months, there's been some hand-wringing about a ""Series A Crunch"" ? namely, a glut of startups raising seed and angel funding, then struggling once they need a proper Series A. But in a rece...",2012/01/21,Series A,unknown
Postmates Picks Up $35M In Series C From Spark Capital,https://techcrunch.com/2015/02/20/moneymates/,"Postmates, the on-demand delivery service that operates in nearly 60 markets, has raised $35 million in Series C exclusively from existing investor Spark Capital, according to our sources. Postmates i...",2015/02/20,Series C,$35 M
"Push Doctor, an app that lets you video call a doctor, raises $26.1M Series B",https://techcrunch.com/2017/07/05/push-doctor-series-b/,"Push Doctor, a U.K.-based startup that lets you book a video consultation with a doctor and manage other aspects of your health digitally, has raised $26.1 million in Series B funding. Leading the rou...",2017/07/05,Series B,$26.1 M
Grovo Series C,https://techcrunch.com/2016/01/26/grovo-series-c/series-c-only_c/,No content....,2016/01/26,Series C,unknown
Sun Basket cooks up another $15 million for gluten-free and paleo meal kits,https://techcrunch.com/2017/02/17/sun-basket-cooks-up-another-15-million-for-gluten-free-and-paleo-meal-kits/,"Meal kit delivery startups, at this point, are nothing new. They send pre-measured ingredients in an insulated package right to a subscriber?s door, and promise to alleviate the inconvenience of groce...",2017/02/17,NA,$15 M
Cleanly raises a $5M Series A to bring profitability to the on-demand laundry space,https://techcrunch.com/2017/04/11/cleanly-raises-a-5m-series-a-to-bring-profitability-to-the-on-demand-laundry-space/,"Cleanly, the on-demand laundry and dry cleaning service started in NYC, has raised $5 million in Series A funding. The startup had previously raised $2.3 million in seed funding after participating in...",2017/04/11,Series A,$5 M
"Iyzico, a Turkish online payments company and potential Stripe competitor, closes $15M Series C",https://techcrunch.com/2017/04/03/iyzico-a-turkish-online-payments-company-and-potential-stripe-competitor-closes-15m-series-c/,"Iyzico, the Turkish fintech startup to let e-commerce sites and other apps easily accept online payments, has closed $15 million in a Series C round, $13 million of which was announced earlier this ye...",2017/04/03,Series C,$15 M
Farmer?s Business Network cultivates $40 million to help farmers buy seeds at favorable prices,https://techcrunch.com/2017/03/07/farmers-business-network-cultivates-40-million-to-help-farmers-buy-seeds-at-favorable-prices/,"GV (formerly known as Google Ventures) and DBL Partners co-led a $40 million investment in Farmer's Business Network, Inc., the company announced on Tuesday. FBN started as something of a professional...",2017/03/07,NA,$40 M
Ioxus Closes Series C At $21 Million To Bring Its Ultracapacitors To China,https://techcrunch.com/2014/04/07/ioxus-closes-series-c-at-21-million-to-bring-its-ultracapacitors-to-china/,"The International Finance Corporation, the investment arm of the World Bank, has agreed to commit $5 million to round out a $21 million Series C financing for the ultracapacitor manufacturer Ioxus. Ac...",2014/04/07,Series C,$21 M
Algorithmia raises $10.5M Series A round led by Google?s new AI fund,https://techcrunch.com/2017/06/23/algorithmia-raises-10-5m-series-a-round-led-by-googles-new-ai-fund/,"About a month ago, word spread that Google had quietly launched a new fund for investing into AI companies. Now this fund has made its first (or at least its first public) investment. Led by Google's ...",2017/06/23,Series A,$10.5 M
Travel Search Site Wego Closes $17M Series C,https://techcrunch.com/2013/06/24/travel-search-site-wego-closes-17m-series-c/,"Travel search site, Wego, just closed its Series C round of $17 million. The round was led by Crescent Point, a fund manager with offices in Singapore and China that focuses on investments in Asia. We...",2013/06/24,Series C,$17 M
Ad Tech Startup C1X Raises $5.1M,https://techcrunch.com/2015/08/07/c1x-series-a/,"C1X is announcing that it has raised $5.1 million in Series A funding. Founder and CEO Mukundu Kumaran spent seven years as an engineering director at Yahoo. He said that during that time, he saw the ...",2015/08/07,Series A,$5.1 M
MyTutor raises £3M Series A led by Mobeus to attack UK tutor market,https://techcrunch.com/2017/06/21/mytutor-raises-3m-series-a-led-by-mobeus-to-attack-uk-tutor-market/,The online tutoring market in the US is well-developed. Varsity Tutors raised $50m; Wiseant $20m; Tutor.com sold to IAC and InstaEdu was recently bought out. So it makes sense that this model would be...,2017/06/21,Series A,£3 M
Flash Sales Site SportPursuit Scores £9.5M Series C,https://techcrunch.com/2015/11/22/flash-sales-site-sportpursuit-scores-9-5m-series-c/,"SportPursuit, the flash sales site for 'premium' outdoor and sports gear, has raised £9.5 million in Series C funding. Investors this time around are Scottish Equity Partners (SEP), Grafton Capital, a...",2015/11/22,Series C,£9.5 M
Healthcare booking platform DocPlanner raises ?15M Series D,https://techcrunch.com/2017/05/23/docplanner-d/,"DocPlanner, the European online booking platform for healthcare appointments, has raised ?15 million in Series D funding, just ten months after announcing a larger Series C round of $20 million (~?18m...",2017/05/23,Series D,?15 M
Let?s make Series A terms more logical by moving to object-oriented capital,https://techcrunch.com/2017/01/22/lets-make-series-a-terms-more-logical-by-moving-to-object-oriented-capital/,"Seed terms have gotten much better, but I still find Series A (and beyond) term sheets frustrating. I think we can change the ?norm? by offering entrepreneurs a better alternative. So if you have term...",2017/01/22,Series A,unknown
Cogito closes $15M Series B to improve customer support with science,https://techcrunch.com/2016/11/18/cogito-closes-15m-series-b-to-improve-customer-support-with-science/,"Cogito, a real-time feedback platform for customer service agents, added $15 million to its coffers today in the form of a Series B. This brings the company's total fundraising to $22.5 million. The M...",2016/11/18,Series B,$15 M
Path Finally Closes That Elusive Series C,https://techcrunch.com/2014/01/10/path-finally-closes-that-elusive-series-c/,"It's been a bumpy road for Dave Morin's Path, as manic rumors over the last year have pegged the ""private"" social network at once as the subject of lagging growth, shrinking staff and potential acquis...",2014/01/10,Series C,unknown
InVision Prototyping Tool Lands $45 Million In Series C Led By Accel,https://techcrunch.com/2015/07/14/invision-prototyping-tool-lands-45-million-in-series-c-led-by-accel/,"InVision, the prototyping tool that boasts clients like Uber, Twitter, and Airbnb, has today announced the close of a $45 million Series C round of funding. The round was led by Accel, alongside parti...",2015/07/14,Series C,$45 M
Distil scores $21 million Series C to crush bad bots,https://techcrunch.com/2016/08/02/distil-shoots-for-profitability-after-21-million-series-c-raise/,"Distil Networks, a company that helps discover and eradicate bad bots, announced a $21 million Series C round today. Funders include new investor Silicon Valley Bank along with previous participants B...",2016/08/02,Series C,$21 M
"Reali expands its online real-estate service to the entire Bay Area, raises $5M Series A round",https://techcrunch.com/2017/05/25/reali-expands-it-online-real-estate-service-to-the-entire-bay-area-raises-5m-series-a-round/,"Reali wants to change how people buy and sell their homes and now it has $5 million more to work on it, thanks to a Series A led by Signia Venture Partners. The company also today announced that it is...",2017/05/25,Series A,$5 M
"Diffblue, a University of Oxford spin-out, raises $22M Series A to bring AI to software development",https://techcrunch.com/2017/06/27/diffblue/,"Oxford University continues to be a hotbed of AI talent, fuelling not just academic research into AI but also the ambitions of startups and large technology companies alike. The latest Oxford-based AI...",2017/06/27,Series A,$22 M
Product discovery platform Influenster secures $8M in Series A funding from Ebates,https://techcrunch.com/2016/04/04/product-discovery-platform-influenster-secures-8m-in-series-a-funding-from-ebates/,"Product discovery and reviews platform, Influenster, has raised $8 million in financing from Ebates, a leading online cashback shopping service. Ebates is a subsidiary of Rakuten ? the multi-billion d...",2016/04/04,Series A,$8 M
"China?s Miyabaobei, An Online Store For Baby Products, Scores $60M Series C",https://techcrunch.com/2014/12/15/chinas-miyabaobei-an-online-store-for-baby-products-scores-60m-series-c/,"Miyabaobei, a Chinese site that sells formula, clothes, and other items for babies and toddlers, has raised a $60 million Series C round from H Capital, with participation from returning investors Seq...",2014/12/15,Series C,$60 M
Yoyo Wallet raises £12M Series B led by Metro Group to expand in Europe,https://techcrunch.com/2017/06/25/yoyo-wallet-raises-12m-series-b-led-by-metro-group-to-expand-in-europe/,"The race to digitise the loyalty card just got a shot in the arm with the news that Yoyo Wallet, the European-based mobile payment and customer loyalty platform, has raised a £12 million Series B roun...",2017/06/25,Series B,£12 M
3D Robotics Taps Qualcomm For $50M Series C And Mobile Tech,https://techcrunch.com/2015/02/26/3d-robotics-taps-qualcomm-for-50m-series-c-and-mobile-tech/,The race to build the best drone is on and 3D Robotics is today announcing its latest round of financing that it hopes will enable the company to keep its commanding position in the marketplace. As pa...,2015/02/26,Series C,$50 M
"Space Ape Games, Maker Of Samurai Siege, Grabs $7M Series C",https://techcrunch.com/2014/12/03/monkey-business/,"Space Ape Games, the London-based mobile games developer behind Samurai Siege -- a game that has seen 10 million downloads since launch just over a year ago and netted the company $20m in aggregate re...",2014/12/03,Series C,$7 M
C1X raises $8.5M for its advertiser and publisher tech,https://techcrunch.com/2016/10/11/c1x-series-b/,C1X has raised another $8.5 million in what it says is the first part of a Series B round of funding. The company was founded by Mukundu Kumaran (CEO) and Daisuke Nagayama (chief operating officer and...,2016/10/11,Series B,$8.5 M
InvenSense Takes $19 Million Series C,https://techcrunch.com/2008/04/28/invensense-takes-19-million-series-c/,"InvenSense has taken $19 million Series C in a round led by Sierra Ventures with previous investors Artiman Ventures, Partech International and Qualcomm Ventures also participating. Strategic investor...",2008/04/28,Series C,$19 M
TrueLayer raises $3M Series A to provide fintech companies with easy access to bank APIs,https://techcrunch.com/2017/06/21/truelayer/,"TrueLayer, a London startup that's built a developer platform to make it easy for fintech companies to access bank APIs -- and ride the PSD2 gravy train -- has raised $3 million in Series A funding. T...",2017/06/21,Series A,$3 M
Greenplum Takes $27 Million Series C,https://techcrunch.com/2008/01/21/greenplum-takes-27-million-series-c/,"Database software provider Greenplum has taken $27 million Series C is a round led by Meritech Capital Partners that included Sun Microsystems and SAP Ventures.

Greenplum leverages open source databa...",2008/01/21,Series C,$27 M
Unisfair Takes $10 Million Series C,https://techcrunch.com/2008/01/20/unisfair-takes-10-million-series-c/,"Virtual events firm Unisfair has taken $10 million Series C in a round led by Norwest Ventures.

Unisfair powers virtual corporate events such live Expos, Trade Shows, & Conferences ""that use rich med...",2008/01/20,Series C,$10 M
PicksPal Takes $3 Million Series C,https://techcrunch.com/2007/10/30/pickspal-takes-3-million-series-c/,"Fantasy sports betting startup PicksPal has taken $3 million Series C in a round that included previous investors Bay Partners and Canaan Partners.

PicksPal is a free sports site where people bet on ...",2007/10/30,Series C,$3 M
Showpad closes $50M Series C to keep growing its SaaS sales productivity platform,https://techcrunch.com/2016/05/19/showpad-closes-50m-series-c-to-keep-growing-its-saas-sales-productivity-platform/,"SaaS startup Showpad which has built a platform designed to improve other businesses' sales productivity has closed a $50 million Series C funding round, led by Insight Venture Partners -- with Insigh...",2016/05/19,Series C,$50 M
The Guild Takes $2.5 Million Series C,https://techcrunch.com/2008/04/22/the-guild-takes-25-million-series-c/,"The Guild, an online marketplace for gifts and art has raised $2.5 million Series C in a round that included Dolphin Equity Partners.

Madison, Wisconsin based The Guild bills itself as the ""leading s...",2008/04/22,Series C,$2.5 M
Pentaho Takes $12 Million Series C,https://techcrunch.com/2008/02/21/pentaho-takes-12-million-series-c/,"Open source Business Intelligence firm Pentaho has taken $12 million Series C in a round led by Benchmark Capital. Previous investors Index Ventures and New Enterprise Associates also participated.

P...",2008/02/21,Series C,$12 M
Demand Media Takes $100 Million Series C,https://techcrunch.com/2007/09/25/demand-media-takes-100-million-series-c/,"Domain holding company Demand Media has taken $100 million Series C funding in a round led by Goldman Sachs that included 3i Group, Generation Partners, Oak Investment Partners and Spectrum Equity Inv...",2007/09/25,Series C,$100 M
Sequoia Leads Trulia's $10 Million Series C,https://techcrunch.com/2007/05/24/sequoia-leads-trulias-10-million-series-c/,Real estate search engine Trulia joins an elite Silicon Valley Club today with the announcement of $10m Series C funding in a round headed by Sequoia Capital. Trulia moved out of beta earlier this mon...,2007/05/24,Series C,$10 M
German consumer loans marketplace Finanzcheck closes ?33M Series C,https://techcrunch.com/2016/04/06/german-consumer-loans-marketplace-finanzcheck-closes-e33m-series-c/,"In Europe, London tends to grab most of the fintech limelight but other tech hubs in the continent are producing their fair share of fintech companies with comparative success, not least in Germany. E...",2016/04/06,Series C,?33 M
Zoomdata Snares $25 Million Series C Led By Goldman Sachs,https://techcrunch.com/2016/02/16/zoomdata-snares-25-million-series-c-led-by-goldman-sachs/,"Zoomdata, a company that's trying to transform business intelligence by connecting to both modern and traditional data sources at scale, announced a $25 million Series C round today. The investment wa...",2016/02/16,Series C,$25 M
"AimBrain, a startup that uses biometric authentication to fight fintech fraud, raises £4M Series A",https://techcrunch.com/2017/06/19/aimbrain/,"AimBrain, a London startup that offers ""biometric identity"" as a service to help fintech companies and other financial institutions fight fraud, has raised £4 million in Series A funding. BGF Ventures...",2017/06/19,Series A,£4 M
"SnagAJob.com Snags $27 Million Series C From August Capital, Others",https://techcrunch.com/2011/03/10/snagajob-com-snags-27-million-series-c-from-august-capital-others/,"SnagAJob.com, an online community of hourly workers and provider of hourly workforce management solutions, this morning announced that it has secured $27 million in Series C funding in a round led by ...",2011/03/10,Series C,$27 M
Marketing tech company Zeta Global raises $140M at a $1.3B valuation,https://techcrunch.com/2017/04/27/marketing-tech-company-zeta-global-raises-140m-at-a-1-3-billion-valuation/,"Zeta Global, the marketing tech company that has recently acquired the likes of eBay's enterprise arm and Acxiom Impact, is preparing for another round of acquisitions and investments in its technolog...",2017/04/27,NA,$140 M
Argentinian E-Commerce Leader Avenida Gets $30M Series C Round From Naspers And Tiger Global,https://techcrunch.com/2015/11/20/argentinian-e-commerce-leader-avenida-gets-30m-series-c-round-from-naspers-and-tiger-global/,Avenida is set on cementing its leadership position Argentina's e-commerce market after a $30 million Series C led by Naspers with participation from Tiger Global (both firms are returning investors)....,2015/11/20,Series C,$30 M
"Don?t Launch A Company, Launch A Fund (Or The Series A Will Die)",https://techcrunch.com/2011/11/04/dont-launch-a-company-launch-a-fund-or-the-series-a-will-die/,"Editor?s note: This guest post is authored by Adeo Ressi, who is the founder of The Founder Institute and TheFunded.com. You can follow him on Twitter here. Every investor and entrepreneur knows there...",2011/11/04,Series A,unknown
Leica's C-LUX 2: 7.2 Megapixels in Your Pocket,https://techcrunch.com/2007/03/08/leicas-c-lux-2-72-megapixels-in-your-pocket/,"Leica, the camera company you've never heard of, will release the C-LUX 2 this May. The 7.2-megapixel point-and-shoot has a 2.5-inch LCD and a 3.6x optical zoom, which isn't bad at all. It also mainta...",2007/03/08,NA, 7.2 M
Madison Reed Locks In $16.1 Million Series C To Grow The Business And Push Into Television,https://techcrunch.com/2015/09/28/madison-reed-locks-in-16-1-million-series-c-to-grow-the-business-and-push-into-television/,"At-home professional hair color delivery startup Madison Reed tells us they've pulled in $16.1 million in Series C financing to ""scale the business and invest in expanding marketing, specifically on T...",2015/09/28,Series C,$16.1 M
"PubNub Expands Series C To $25M, Banks On IoT To Boost Business On Its Messaging Network",https://techcrunch.com/2015/10/14/pubnub-expands-series-c-to-25m-banks-on-iot-to-boost-business-on-its-messaging-network/,"PubNub, the startup that has built a data network that carries messaging for apps, IoT hardware and other low-latency services, is today announcing that it has extended and closed its Series C round. ...",2015/10/14,Series C,$25 M
Hiring Software Juggernaut Greenhouse Swallows $35M Series C,https://techcrunch.com/2015/08/24/keeping-resources-human/,"""We?re not trying to be the all-singing, all-dancing HR system. I don?t know how to be kickass at payroll"" says Greenhouse CEO Daniel Chait. But what his startup is kicking ass at is hiring software. ...",2015/08/24,Series C,$35 M
"LimeRoad, A Fashion Scrapbooking Site Based In India, Scoops Up $30M Series C",https://techcrunch.com/2015/03/30/limeroad-seriesc/,"LimeRoad, a New Delhi-based site that lets users create and share collages of fashion product, announced today that it has raised a $30 million series C led by Tiger Global, with participation from Li...",2015/03/30,Series C,$30 M
Pax Labs Heats Up With $46.7 Million In Series C Funding,https://techcrunch.com/2015/06/10/pax-labs-heats-up-with-46-7-million-in-series-c-funding/,"Pax Labs, the folks responsible for the Pax botanical vaporizer, have today announced a massive round of funding. The company is receiving $46.7 million in Series C financing led by existing investors...",2015/06/10,Series C,$46.7 M
Drone Racing League raises a $20M Series B ahead of its 2nd season,https://techcrunch.com/2017/06/12/drone-racing-league-raises-a-20m-series-b-ahead-of-its-2nd-season/,"Drone Racing League has closed on $20M in Series B funding, led by U.K telecommunications company Sky, Liberty Media Corporation (which owns the Formula 1 racing brand) and Lux Capital. This new fundi...",2017/06/12,Series B,$20 M
Laszlo Expands Series C With An Extra $6.6 Million,https://techcrunch.com/2008/03/06/laszlo-expands-series-c-with-an-extra-66-million/,"Laszlo has raised an additional $6.6 million on its Series C round, taking the round to $14.6million. Participants included WI Harper Group, General Catalyst Partners, Sofinnova Ventures and Mitsui & ...",2008/03/06,Series C,$6.6 M
Seatwave wins $25m Series C funding to expand,https://techcrunch.com/2008/02/11/seatwave-wins-25m-series-c-funding-to-expand/,"Ticket reseller Seatwave has taken $25 million Series C in a round led by Fidelity Ventures that included Atlas Venture, Mangrove Capital Partners and Adinvest. Total funding for Seatwave to date is $...",2008/02/11,Series C,$25 M
Healthcare booking platform DocPlanner scores $20M Series C and merges with Doctoralia,https://techcrunch.com/2016/06/07/docplanner-doctoralia/,"Europe's DocPlanner, an online booking platform for healthcare appointments, has raised a $20 million Series C round, and at the same time is announcing a merger with Spain's Doctoralia. The new fundi...",2016/06/07,Series C,$20 M
CB Insights Raises $10 Million in Series A Funding,https://techcrunch.com/2015/11/09/cb-insights-raises-10-million-in-series-a-funding/,"CB Insights, a nearly six-year-old, New York-based research outfit whose private company data and analysis has become oft-cited in media reports about the startup industry, has raised $10 million in S...",2015/11/09,Series A,$10 M
"Quiqup, a London-based on-demand delivery startup, raises £20M Series B",https://techcrunch.com/2017/05/23/quiqup-series-b/,"Quiqup, a London-based delivery startup that operates a ""shop on your behalf"" app similar to Jinn in Europe or Postmates in the U.S., in addition to a growing B2B business, has raised £20 million in S...",2017/05/23,Series B,£20 M
Instart Logic Bags $26M in Series C Funding To Continue Reinventing Content Delivery Networks,https://techcrunch.com/2014/05/13/instart-logic-bags-26m-in-series-c-funding-to-disrupt-cdns/,"Content delivery network company Instart Logic today received $26 million in Series C funding from KPCB, Andreessen Horowitz, Greylock Partners, Sutter Hill Ventures and Tenaya Capital. The Series C i...",2014/05/13,Series C,$26 M
TiVo Series 3 Modded to 1TB,https://techcrunch.com/2006/10/17/tivo-series-3-modded-to-1tb/,If the 250GB of storage on your Series 3 TiVo isn't enough - those HD recordings really suck up space - a guy on the Tivocommunity forums has devised a way to grow your puny storage to something your ...,2006/10/17,NA, 3 M
CloudPhysics Grabs $15M In Series C Funding And Announces New Virtual Storage Predictive Analytics,https://techcrunch.com/2014/06/23/cloudphysics-grabs-15m-in-series-c-funding-and-announces-new-virtual-storage-predictive-analytics/,"CloudPhysics has a vision for the data center: It wants to give sysadmins clarity and insight into possible issues that create bottlenecks in a virtualized environment, offer solutions when they happe...",2014/06/23,Series C,$15 M
Online grocery platform Farmdrop raises £7M Series A led by Atomico,https://techcrunch.com/2017/04/23/farmdrop/,"Farmdrop, a farmer-friendly online grocery platform based in the U.K., has raised £7 million in Series A funding. Leading the round is Atomico, the London VC fund founded by Skype co-founder Niklas Ze...",2017/04/23,Series A,£7 M
SentinelOne raises a $70M C round to tackle multiple-vector cyber attacks,https://techcrunch.com/2017/01/25/sentinelone-raises-a-70m-c-round-to-tackle-multiple-vector-cyber-attacks/,"As workforces become increasingly mobile with laptops, smartphones and other handheld devices, the potential for vulnerability increases massively. The sophistication of cyber threats and targeted att...",2017/01/25,NA,$70 M
German iPad point of sale startup Orderbird closes $20M Series C,https://techcrunch.com/2016/05/11/german-ipad-point-of-sale-startup-orderbird-closes-20m-series-c/,"Timing is everything, right? Just a few days after recovering from a denial-of-service (DoS) attack, orderbird, which claims to be the leading iPad point of sale (POS) solution in German speaking mark...",2016/05/11,Series C,$20 M
ElasticSearch Scores $70M In Series C To Fund Growth Spurt,https://techcrunch.com/2014/06/05/elasticsearch-scores-70m-in-series-c-to-fund-growth-spurt/,ElasticSearch announced $70M in Series C funding today just 18 months after forming the company. Company executives say they will use the money to continue to drive their phenomenal growth. This round...,2014/06/05,Series C,$70 M
Sony E Series Walkman DAPs: Like USB Drives That Play Music,https://techcrunch.com/2007/04/11/sony-e-series-walkman-daps-like-usb-drives-that-play-music/,"Sony's got a new line of diminutive Walkman-branded DAPs coming out later this month in Japan. Looking like mere USB drives, these E-Series DAPs max out at 4GB, with models also coming in at 2GB and 1...",2007/04/11,Series D,unknown
Varsity Tutors Raises $50 Million In Series B,https://techcrunch.com/2015/11/13/varsity-tutors-raises-50-million-in-series-b/,"Varsity Tutors, the platform that connects elite tutors with students, has just closed a $50 million Series B funding round led by Technology Crossover Ventures and Adam Levine, frontman for Maroon 5 ...",2015/11/13,Series B,$50 M
C2Call closes a $2m series A round for its browser-based VoIP phone,https://techcrunch.com/2010/08/05/c2call-closes-a-2-million-series-a-round-for-its-browser-based-voip-phone/,"C2Call, the free browser-based Internet phone solution, has just raised an additional $2 million in Series A funding from Draper Investment Company, High-Tech Gründerfonds and Mr. Klaus Wecken, co-fou...",2010/08/05,Series A,$2 M
Drchrono raises $12 million in Series A to take on older EHR platforms like athenahealth,https://techcrunch.com/2017/04/06/drchrono-raises-12-million-in-series-a-to-take-on-older-ehr-platforms-like-athena-health/,A couple of early-stage venture capital outfits have infused medical practice management platform drchrono with $12 million in Series A financing to help the eight-year-old company compete with EHR in...,2017/04/06,Series A,$12 M
"Imzy raises $8 million Series A round, opens communities platform to everyone",https://techcrunch.com/2016/10/26/imzy-raises-8-million-series-a-round-opens-communities-platform-to-everyone/,"We all want to feel like we belong somewhere. In today's connected world, one-fifth of adults in the U.S. are online ""almost constantly,"" according to Pew Research Center. But the internet can be a lo...",2016/10/26,Series A,$8 M
